half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,2,5,1,1,1,207,-0.0149614,-0.0559235,0.0959899,-0,0,-0
0,2,5,1,1,2,208,-0.0166848,-0.05497,0.106293,-0,0,-0
0,2,5,1,1,3,209,-0.0182497,-0.0554523,0.104393,-0,0,-0
0,2,5,1,0,5,210,-0.0183434,-0.0541139,0.0685184,-0,0,-0
0,2,5,1,0,6,211,-0.0192505,-0.0531514,0.0878589,-0,0,-0
0,2,5,1,0,7,212,-0.0202596,-0.0520417,0.09391,-0,0,-0
0,2,5,1,0,24,213,-0.0193958,-0.0543601,0.0805959,-0,0,-0
0,3,6,0,0,5,214,0.0573203,-0.0108715,-0.0522637,-0,0,-9.65859e-17
0,3,6,0,0,6,215,0.0578749,-0.0105889,-0.060953,-0,6.84228e-49,-9.99188e-17
0,3,6,0,0,7,216,0.0581505,-0.0105862,-0.0536068,-0,6.84228e-49,-1.00376e-16
0,3,6,0,1,0,217,0.0571137,-0.0108443,-0.0586632,-0,0,-9.73089e-17
0,3,6,0,1,1,218,0.0573877,-0.0100749,-0.061127,-0,0,-1.00411e-16
0,3,6,0,1,2,219,0.0557749,-0.01048,-0.0575662,-0,6.84228e-49,-9.97891e-17
0,3,6,3,1,0,220,0.0718017,-0.0173713,-0.0765397,-0,0,-9.22942e-17
0,3,6,3,1,1,221,0.0705256,-0.0159104,-0.0624208,-0,0,-9.94895e-17
0,3,6,3,1,2,222,0,0,-0.0004,-0,0,-0
0,3,6,3,2,17,223,0.0671616,-0.00912638,-0.0761117,-0,6.84228e-49,-9.70284e-17
0,3,6,3,2,16,224,0.0643617,-0.00768465,-0.0575628,-0,0,-9.70863e-17
0,3,6,3,2,15,225,0.0658636,-0.0080416,-0.0654003,-0,6.84228e-49,-1.00879e-16
0,3,6,3,3,22,226,0.0639762,-0.0107483,-0.0627512,-0,-1.71057e-49,-6.95611e-17
0,3,6,3,3,21,227,0.0674707,-0.0115177,-0.0805408,-0,6.84228e-49,-8.77139e-17
0,3,6,3,3,20,228,0.0597381,-0.00748161,-0.0315967,-0,0,-1.14614e-16
0,3,7,3,3,22,229,0.0010477,-0.0183818,-0.0322497,-0,0,-0
0,3,7,3,3,21,230,0.00275935,-0.0182396,-0.0465517,-0,0,-0
0,3,7,3,3,20,231,0.00370602,-0.0199843,-0.0664973,-0,0,-0
0,3,7,3,2,17,232,0.0110477,-0.0259059,-0.0309555,-0,0,-0
0,3,7,3,2,16,233,0.0116597,-0.0260673,-0.0398496,-0,0,-0
0,3,7,3,2,15,234,0.0146938,-0.0263905,-0.0492261,-0,0,-0
0,3,7,3,1,0,235,0.00247412,-0.0197059,-0.042023,-0,0,-0
0,3,7,3,1,1,236,0.00481407,-0.0195145,-0.0480482,-0,0,-0
0,3,7,3,1,2,237,0.00977687,-0.0192205,-0.0522557,-0,0,-0
0,3,7,0,1,0,238,0.0140425,-0.0262662,-0.0767763,-0,0,-0
0,3,7,0,1,1,239,0.0153778,-0.0254505,-0.0749411,-0,0,-0
0,3,7,0,1,2,240,0.016892,-0.0247462,-0.0742428,-0,0,-0
0,3,7,0,0,5,241,0.0158697,-0.0247336,-0.0735589,-0,0,-0
0,3,7,0,0,6,242,0.0150347,-0.0231749,-0.0640346,-0,0,-0
0,3,7,0,0,7,243,0.0167617,-0.0225232,-0.0630941,-0,0,-0
0,3,6,0,2,17,244,0.0603026,-0.00827498,-0.0567872,-0,6.84228e-49,-9.81679e-17
0,3,6,0,2,16,245,0.0603305,-0.00917953,-0.0645472,-0,0,-1.00644e-16
0,3,6,0,2,15,246,0.0618742,-0.0079643,-0.0489858,-0,1.36846e-48,-1.0086e-16
0,3,6,0,2,14,247,0.0628197,-0.00724033,-0.0384273,-0,6.84228e-49,-1.00519e-16
0,3,6,0,3,22,248,0.0487807,-0.00831284,-0.0585714,-0,6.84228e-49,-9.50695e-17
0,3,6,0,3,21,249,0.0519106,-0.00850787,-0.0567595,-0,6.84228e-49,-1.00899e-16
0,3,6,0,3,20,250,0.0548841,-0.00700569,-0.0412244,-0,6.84228e-49,-9.99558e-17
0,3,6,0,3,19,251,0.0553666,-0.00939779,-0.063362,-0,6.84228e-49,-1.00657e-16
0,3,6,1,0,5,252,0.0564121,-0.0111661,-0.0598013,-0,6.84228e-49,-9.68468e-17
0,3,6,1,0,6,253,0.0570308,-0.011932,-0.065303,-0,6.84228e-49,-1.00982e-16
0,3,6,1,0,7,254,0.0586686,-0.0101942,-0.0429123,-0,1.36846e-48,-1.02236e-16
0,3,6,1,0,24,255,0.0571243,-0.0122297,-0.0552966,-0,1.36846e-48,-1.04081e-16
0,3,6,1,1,0,256,0.0649188,-0.00739189,-0.0465371,-0,1.36846e-48,-1.02971e-16
0,3,6,1,1,1,257,0.064572,-0.00773279,-0.0561399,-0,0,-9.91536e-17
0,3,6,1,1,2,258,0.0621116,-0.00697771,-0.0508023,-0,6.84228e-49,-9.94155e-17
0,3,6,1,1,3,259,0.0608394,-0.0096615,-0.0718509,-0,1.36846e-48,-1.05206e-16
0,3,6,1,2,17,260,0.0519759,-0.00831212,-0.0646275,-0,1.36846e-48,-1.03043e-16
0,3,6,1,2,16,261,0.0533794,-0.00792836,-0.060359,-0,0,-1.024e-16
0,3,6,1,2,15,262,0.0533329,-0.00773432,-0.058417,-0,1.36846e-48,-1.03772e-16
0,3,6,1,2,14,263,0.0552098,-0.00909407,-0.0775504,-0,1.36846e-48,-1.02177e-16
0,3,6,1,3,22,264,0.0619727,-0.00999019,-0.066279,-0,6.84228e-49,-9.87596e-17
0,3,6,1,3,21,265,0.0619654,-0.00922045,-0.064588,-0,-6.84228e-49,-1.00662e-16
0,3,6,1,3,20,266,0.0614348,-0.00576662,-0.0293346,-0,0,-1.00763e-16
0,3,6,1,3,19,267,0.0597012,-0.00912016,-0.0573949,-0,6.84228e-49,-1.00156e-16
0,3,6,2,0,5,268,0.0610162,-0.00925858,-0.0665428,-0,-6.84228e-49,-1.02818e-16
0,3,6,2,0,6,269,0.060323,-0.0079581,-0.0572919,-0,0,-1.026e-16
0,3,6,2,0,7,270,0.0614057,-0.00941592,-0.061839,-0,6.84228e-49,-1.02219e-16
0,3,6,2,0,24,271,0.0614864,-0.011181,-0.0872354,-0,6.84228e-49,-1.04905e-16
0,3,6,2,1,0,272,0.063781,-0.00734802,-0.0549804,-0,6.84228e-49,-9.08095e-17
0,3,6,2,1,1,273,0.0635595,-0.0071898,-0.0478222,-0,0,-1.02512e-16
0,3,6,2,1,2,274,0.0633655,-0.00828244,-0.0578015,-0,1.36846e-48,-1.02586e-16
0,3,6,2,1,3,275,0.0625939,-0.00971758,-0.0690244,-0,-6.84228e-49,-9.82475e-17
0,3,6,2,2,17,276,0.0639703,-0.00551277,-0.0645307,-0,6.84228e-49,-9.65463e-17
0,3,6,2,2,16,277,0.0631912,-0.00564163,-0.0630844,-0,1.36846e-48,-1.02565e-16
0,3,6,2,2,15,278,0.0626187,-0.00449446,-0.0521563,-0,6.84228e-49,-1.02653e-16
0,3,6,2,2,14,279,0.0612711,-0.00276595,-0.040099,-0,6.84228e-49,-1.02384e-16
0,3,6,2,3,22,280,0.0643032,-0.0110435,-0.0717989,-0,6.84228e-49,-9.55646e-17
0,3,6,2,3,21,281,0.0621775,-0.0105004,-0.0569399,-0,0,-1.00481e-16
0,3,6,2,3,20,282,0.0642715,-0.0110469,-0.0611969,-0,0,-1.0143e-16
0,3,6,2,3,19,283,0.0629292,-0.00822036,-0.0324423,-0,0,-1.00685e-16
0,3,6,3,0,5,284,0.0673143,-0.00924949,-0.0703413,-0,6.84228e-49,-9.32539e-17
0,3,6,3,0,6,285,0.0660724,-0.00928821,-0.0561511,-0,0,-9.98446e-17
0,3,6,3,0,7,286,0.06475,-0.0078778,-0.0493046,-0,6.84228e-49,-9.99411e-17
0,3,6,3,0,24,287,0.0650583,-0.0094569,-0.0600816,-0,6.84228e-49,-9.8272e-17
0,3,7,3,0,5,288,-0.00197221,-0.0215801,-0.0349391,-0,0,-0
0,3,7,3,0,6,289,0.000913925,-0.0224378,-0.0356635,-0,0,-0
0,3,7,3,0,7,290,0.00515191,-0.020964,-0.0401083,-0,0,-0
0,3,7,3,0,24,291,0.00559575,-0.0245299,-0.075319,-0,0,-0
0,3,7,2,3,22,292,-0.00349207,-0.0212071,-0.0442024,-0,0,-0
